pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
HD 77338 b,Radial Velocity,0,1,5.73610000,0.060000,0.090000,,0.06000,Msini,,,0,0,0,0,09h01m12.50s,135.302063,-25d31m37.4s,-25.527061,46.00,46.00,8.591,V (Johnson),8.410,5341.00,1.37,0.97,2018-09-06,La Silla Observatory
HD 7924 b,Radial Velocity,0,3,5.39792000,0.060000,0.060000,,0.02000,Msini,,,0,0,0,1,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17.00,17.00,7.185,V (Johnson),6.925,5131.00,0.65,0.78,2018-09-06,W. M. Keck Observatory
HD 7924 c,Radial Velocity,0,3,15.29900000,0.113400,0.098000,,0.02473,Msini,,,0,0,0,0,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17.00,17.00,7.185,V (Johnson),6.925,5131.00,0.65,0.78,2015-05-14,W. M. Keck Observatory
HD 7924 d,Radial Velocity,0,3,24.45100000,0.155100,0.210000,,0.02026,Msini,,,0,0,0,0,01h21m59.12s,20.496313,+76d42m37.0s,76.710281,17.00,17.00,7.185,V (Johnson),6.925,5131.00,0.65,0.78,2015-05-14,W. M. Keck Observatory
HD 79498 b,Radial Velocity,0,1,1807.00000000,2.980000,0.575000,,1.34000,Msini,,,0,0,0,0,09h15m09.40s,138.789169,+23d22m32.0s,23.375549,49.02,49.02,8.050,V (Johnson),7.886,5748.00,1.08,1.05,2018-09-27,McDonald Observatory
HD 80606 b,Radial Velocity,0,1,111.43670000,,0.930000,89.290,4.38000,Mass,1.070,,0,0,0,0,09h22m37.57s,140.656540,+50d36m13.4s,50.603722,66.60,66.60,9.001,V (Johnson),8.820,5561.00,1.15,1.04,2018-04-26,Multiple Observatories
HD 80653 b,Transit,0,1,0.71957300,0.016600,,82.100,0.01762,Mass,0.144,7.40000,0,0,1,0,09h21m21.42s,140.339249,+14d22m04.5s,14.367923,109.86,110.20,9.452,V (Johnson),9.307,,1.18,1.22,2020-01-30,K2
HD 81040 b,Radial Velocity,0,1,1001.70001000,1.940000,0.530000,,7.27000,Msini,,,0,0,0,0,09h23m47.09s,140.946198,+20d21m52.0s,20.364454,34.47,34.47,7.720,V (Johnson),7.555,5755.00,1.05,0.91,2018-09-06,Multiple Observatories
HD 81688 b,Radial Velocity,0,1,184.02000000,0.810000,0.000000,,2.70000,Msini,,,0,0,0,0,09h28m39.99s,142.166626,+45d36m05.3s,45.601482,85.92,85.92,5.393,V (Johnson),5.089,4753.00,2.10,13.00,2014-05-14,Okayama Astrophysical Observatory
HD 81817 b,Radial Velocity,0,1,1047.10000000,3.300000,0.170000,,27.10000,Msini,,,0,0,0,0,09h37m05.29s,144.272034,+81d19m35.0s,81.326385,268.97,268.97,4.300,V (Johnson),3.705,4140.00,4.30,83.80,2020-06-04,Bohyunsan Optical Astronomical Observatory
HD 82886 b,Radial Velocity,0,1,705.00000000,1.580000,0.070000,,2.33000,Msini,,,0,0,0,0,09h35m45.18s,143.938263,+34d46m50.7s,34.780743,127.52,127.52,7.780,V (Johnson),7.381,4953.00,2.53,5.26,2018-09-06,W. M. Keck Observatory
HD 82943 b,Radial Velocity,0,2,441.47000000,1.183060,0.162000,90.000,1.68100,Mass,,,0,0,0,0,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.61,27.61,6.530,V (Johnson),6.386,6016.00,1.20,,2014-05-14,La Silla Observatory
HD 82943 c,Radial Velocity,0,2,220.07800000,0.743450,0.366300,90.000,1.95900,Mass,,,0,0,0,0,09h34m50.73s,143.711395,-12d07m46.4s,-12.129546,27.61,27.61,6.530,V (Johnson),6.386,6016.00,1.20,,2014-05-14,La Silla Observatory
HD 8326 b,Radial Velocity,0,1,158.99100000,0.533000,0.200000,,0.20955,Msini,,,0,0,0,0,01h22m07.61s,20.531721,-26d53m35.2s,-26.893103,30.71,30.71,8.760,V (Johnson),,4914.00,0.80,,2019-05-23,Las Campanas Observatory
HD 83443 b,Radial Velocity,0,1,2.98570000,0.040000,0.010000,,0.34000,Msini,,,0,0,0,1,09h37m11.83s,144.299286,-43d16m19.9s,-43.272205,40.95,40.95,8.222,V (Johnson),8.026,5442.00,0.79,0.94,2018-09-06,Multiple Observatories
HD 8535 b,Radial Velocity,0,1,1313.00000000,2.450000,0.150000,,0.68000,Msini,,,0,0,0,0,01h23m37.24s,20.905149,-41d16m11.3s,-41.269802,52.50,55.53,7.700,V (Johnson),7.561,6136.00,1.13,1.19,2015-04-16,La Silla Observatory
HD 85390 b,Radial Velocity,0,1,799.52000000,1.373000,0.500000,,0.09900,Msini,,,0,0,0,0,09h50m02.50s,147.510406,-49d47m25.0s,-49.790268,33.56,33.56,8.526,V (Johnson),8.295,5186.00,0.76,,2019-03-14,La Silla Observatory
HD 85512 b,Radial Velocity,0,1,58.43000000,0.260000,0.110000,,0.01000,Msini,,,0,0,0,0,09h51m07.05s,147.779388,-43d30m10.0s,-43.502789,11.28,11.28,7.670,V (Johnson),7.187,4300.00,0.43,0.71,2018-09-06,La Silla Observatory
HD 8574 b,Radial Velocity,0,1,227.00000000,0.760000,0.300000,,2.03000,Msini,,,0,0,0,0,01h25m12.52s,21.302153,+28d34m00.1s,28.566692,44.88,44.88,7.112,V (Johnson),6.983,6064.00,1.34,1.38,2018-09-06,Haute-Provence Observatory
HD 86081 b,Radial Velocity,0,1,2.13784310,0.034600,0.011900,,1.48000,Msini,,,0,0,0,0,09h56m05.92s,149.024658,-03d48m30.3s,-3.808422,104.24,104.24,8.730,V (Johnson),8.588,5939.00,1.21,1.46,2018-09-27,W. M. Keck Observatory
HD 86226 b,Radial Velocity,0,2,1628.00000000,2.730000,0.059000,,0.45000,Mass,,,0,0,0,0,09h56m29.85s,149.124359,-24d05m57.8s,-24.099390,45.57,45.74,7.932,V (Johnson),7.771,5863.00,1.02,1.05,2020-08-13,Las Campanas Observatory
HD 86226 c,Transit,0,2,3.98442000,0.049000,0.075000,86.450,0.02281,Mass,0.193,3.97000,0,0,0,0,09h56m29.85s,149.124359,-24d05m57.8s,-24.099390,45.57,45.74,7.932,V (Johnson),7.771,5863.00,1.02,1.05,2020-08-13,Transiting Exoplanet Survey Satellite (TESS)
HD 86264 b,Radial Velocity,0,1,1475.00000000,2.860000,0.700000,,7.00000,Msini,,,0,0,0,0,09h56m57.84s,149.240997,-15d53m42.4s,-15.895122,67.94,67.94,7.407,V (Johnson),7.284,6210.00,1.42,1.88,2015-04-24,Lick Observatory
HD 8673 b,Radial Velocity,0,1,1634.00000000,3.020000,0.723000,,14.20000,Msini,,,0,0,0,0,01h26m08.78s,21.536604,+34d34m46.9s,34.579700,37.90,37.90,6.310,V (Johnson),6.219,6472.00,1.35,1.39,2019-01-31,Thueringer Landessternwarte Tautenburg
HD 86950 b,Radial Velocity,0,1,1270.00000000,2.720000,0.170000,,3.60000,Msini,,,0,0,0,0,10h01m37.61s,150.406708,-17d19m58.9s,-17.333023,211.10,211.10,7.459,V (Johnson),7.180,4805.00,1.66,8.80,2016-12-01,Multiple Observatories
HD 87646 b,Radial Velocity,0,1,13.48100000,0.117000,0.050000,,12.40000,Msini,,,0,0,0,0,10h06m40.77s,151.669861,+17d53m42.4s,17.895103,135.17,135.17,8.000,V (Johnson),7.930,5770.00,1.12,1.55,2016-08-18,Apache Point Observatory
HD 87883 b,Radial Velocity,0,1,2754.00000000,3.580000,0.530000,,1.54000,Msini,,,0,0,0,0,10h08m43.14s,152.179749,+34d14m32.1s,34.242260,18.30,18.30,7.550,V (Johnson),7.272,4915.00,0.66,0.79,2018-09-06,Lick Observatory
HD 88133 b,Radial Velocity,0,1,3.41488400,0.047900,0.031000,,0.28450,Msini,,,0,0,0,0,10h10m07.68s,152.531982,+18d11m12.7s,18.186871,73.77,73.77,8.010,V (Johnson),7.810,5392.00,1.26,2.20,2018-12-06,W. M. Keck Observatory
HD 89307 b,Radial Velocity,0,1,2166.00000000,3.270000,0.200000,,2.11000,Msini,,,0,0,0,0,10h18m21.29s,154.588699,+12d37m16.0s,12.621108,32.04,32.04,7.009,V (Johnson),6.868,5955.00,1.27,1.10,2018-09-06,Lick Observatory
HD 89345 b,Transit,0,1,11.81430000,0.106600,0.220000,87.210,0.11000,Mass,0.660,0.47100,0,0,1,3,10h18m41.06s,154.671066,+10d07m44.5s,10.129028,132.80,132.85,9.376,V (Johnson),9.217,5576.00,1.16,1.75,2018-08-23,K2
HD 89744 b,Radial Velocity,0,1,256.78000000,0.917000,0.677000,,8.35000,Msini,,,0,0,0,0,10h22m10.56s,155.544006,+41d13m46.3s,41.229530,38.68,38.68,5.720,V (Johnson),5.586,6291.00,1.86,,2019-03-14,Fred Lawrence Whipple Observatory
HD 90156 b,Radial Velocity,0,1,49.77000000,0.250000,0.310000,,0.05700,Msini,,,0,0,0,0,10h23m55.28s,155.980316,-29d38m43.9s,-29.645529,21.96,21.96,6.920,V (Johnson),6.740,5599.00,0.84,,2014-05-14,La Silla Observatory
HD 9174 b,Radial Velocity,0,1,1179.00000000,2.200000,0.120000,,1.11000,Msini,,,0,0,0,0,01h30m01.00s,22.504177,-19d36m16.2s,-19.604502,81.68,81.68,8.400,V (Johnson),8.229,5577.00,1.03,1.67,2016-11-10,Multiple Observatories
HD 92788 b,Radial Velocity,0,2,325.80300000,0.970000,0.350000,,3.76000,Msini,,,0,0,0,0,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756,34.69,34.69,7.310,V (Johnson),7.139,5744.00,1.15,1.14,2019-04-11,Multiple Observatories
HD 92788 c,Radial Velocity,0,2,11611.29750000,10.500000,0.460000,,3.67000,Msini,,,0,0,0,0,10h42m48.53s,160.702209,-02d11m01.5s,-2.183756,34.69,34.69,7.310,V (Johnson),7.139,5744.00,1.15,1.14,2019-04-11,La Silla Observatory
HD 92987 b,Radial Velocity,0,1,10354.83750000,9.620000,0.210000,,16.88000,Msini,,,0,0,0,1,10h43m36.27s,160.901108,-39d03m30.3s,-39.058426,43.59,43.59,7.030,V (Johnson),6.860,5770.00,1.08,1.58,2019-04-11,La Silla Observatory
HD 93083 b,Radial Velocity,0,1,143.58000000,0.477000,0.140000,,0.37000,Msini,,,0,0,0,0,10h44m20.91s,161.087143,-33d34m37.3s,-33.577023,28.54,28.54,8.300,V (Johnson),8.042,4995.00,0.70,,2014-05-14,La Silla Observatory
HD 9446 b,Radial Velocity,0,2,30.05200000,0.189000,0.200000,,0.70000,Msini,,,0,0,0,0,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,50.42,50.42,8.369,V (Johnson),8.209,5793.00,1.00,1.00,2019-01-31,Haute-Provence Observatory
HD 9446 c,Radial Velocity,0,2,192.90000000,0.654000,0.060000,,1.82000,Msini,,,0,0,0,0,01h33m20.18s,23.334101,+29d15m54.5s,29.265148,50.42,50.42,8.369,V (Johnson),8.209,5793.00,1.00,1.00,2019-01-31,Haute-Provence Observatory
HD 94834 b,Radial Velocity,0,1,1576.00000000,2.740000,0.140000,,1.26000,Msini,,,0,0,0,0,10h57m15.11s,164.312973,+24d08m34.0s,24.142782,98.43,98.43,7.600,V (Johnson),7.302,4798.00,1.11,4.20,2018-12-06,W. M. Keck Observatory
HD 95086 b,Imaging,0,1,,55.700000,,,5.00000,Mass,,,0,0,0,1,10h57m03.02s,164.262589,-68d40m02.4s,-68.667343,86.44,86.44,7.360,V (Johnson),7.309,,1.60,,2014-05-14,Paranal Observatory
HD 95089 b,Radial Velocity,0,2,464.40000000,1.360000,0.119000,,1.26000,Msini,,,0,0,0,1,10h58m47.74s,164.698898,+01d43m45.2s,1.729216,137.46,137.46,7.920,V (Johnson),7.661,4918.00,1.54,5.08,2018-12-06,W. M. Keck Observatory
HD 95089 c,Radial Velocity,0,2,1785.00000000,3.330000,0.284000,,3.45000,Msini,,,0,0,0,1,10h58m47.74s,164.698898,+01d43m45.2s,1.729216,137.46,137.46,7.920,V (Johnson),7.661,4918.00,1.54,5.08,2018-12-06,W. M. Keck Observatory
HD 95127 b,Radial Velocity,0,1,482.00000000,1.280000,0.110000,,10.63000,Msini,,,0,0,0,0,10h59m35.09s,164.896194,+43d48m52.1s,43.814465,689.75,689.75,8.150,V (Johnson),7.721,4218.00,3.70,41.01,2018-09-06,McDonald Observatory
HD 95338 b,Radial Velocity,0,1,55.08700000,0.262000,0.197000,89.570,0.13353,Mass,0.347,3.98000,0,0,0,1,10h59m26.30s,164.859604,-56d37m22.9s,-56.623039,36.97,37.03,8.611,V (Johnson),8.382,5212.00,0.83,0.87,2020-07-23,Las Campanas Observatory
HD 95872 b,Radial Velocity,0,1,4375.00000000,5.150000,0.060000,,3.74000,Msini,,,0,0,0,1,11h03m28.11s,165.867114,-22d05m38.3s,-22.093977,72.37,72.37,9.895,V (Johnson),9.653,5312.00,0.70,0.84,2018-09-06,Multiple Facilities
HD 96063 b,Radial Velocity,0,1,362.50000000,1.110000,0.170000,,1.27000,Msini,,,0,0,0,0,11h04m44.45s,166.185226,-02d30m47.6s,-2.513218,140.62,140.62,8.210,V (Johnson),7.970,5020.00,1.37,4.75,2018-12-06,W. M. Keck Observatory
HD 96127 b,Radial Velocity,0,1,647.29999000,1.420000,0.300000,,20.96000,Msini,,,0,0,0,0,11h05m45.95s,166.441452,+44d18m05.6s,44.301559,597.42,597.42,7.430,V (Johnson),6.882,3943.00,10.94,51.10,2018-09-06,McDonald Observatory
HD 96167 b,Radial Velocity,0,1,498.04000000,1.332000,0.685000,,0.71700,Msini,,,0,0,0,0,11h05m15.07s,166.312790,-10d17m28.7s,-10.291301,85.51,85.51,8.090,V (Johnson),7.928,5733.00,1.27,1.94,2018-12-06,W. M. Keck Observatory
HD 97048 b,Disk Kinematics,0,1,,130.000000,,40.000,2.50000,Mass,,,0,0,0,1,11h08m03.32s,167.013824,-77d39m17.5s,-77.654854,185.00,184.83,8.447,V (Johnson),8.339,10000.00,2.40,2.25,2019-10-24,Atacama Large Millimeter Array (ALMA)
HD 97658 b,Radial Velocity,0,1,9.49090000,,0.060000,89.450,0.03000,Mass,0.210,,0,0,0,1,11h14m33.16s,168.638184,+25d42m37.4s,25.710384,21.58,21.58,7.710,V (Johnson),7.514,5175.00,0.89,0.74,2018-04-26,W. M. Keck Observatory
HD 98219 b,Radial Velocity,0,1,433.80000000,1.260000,0.079000,,1.96400,Msini,,,0,0,0,0,11h17m47.55s,169.448135,-23d58m31.5s,-23.975414,114.07,114.07,8.050,V (Johnson),7.791,4925.00,1.41,4.60,2018-12-06,W. M. Keck Observatory
HD 98649 b,Radial Velocity,0,1,6022.97250000,6.570000,0.860000,,6.79000,Msini,,,0,0,0,0,11h20m51.77s,170.215698,-23d13m02.4s,-23.217342,42.22,42.22,8.000,V (Johnson),7.829,5790.00,1.03,1.01,2019-04-11,La Silla Observatory
HD 98736 b,Radial Velocity,0,1,968.80000000,1.864000,0.226000,,2.33000,Msini,,,0,0,0,0,11h21m49.34s,170.455597,+18d11m24.0s,18.190001,32.48,32.48,7.930,V (Johnson),7.754,5271.00,0.92,0.93,2018-09-27,W. M. Keck Observatory
HD 99109 b,Radial Velocity,0,1,439.29999000,1.110000,0.090000,,0.44000,Msini,,,0,0,0,0,11h24m17.36s,171.072327,-01d31m44.7s,-1.529076,54.88,54.88,9.100,V (Johnson),8.868,5282.00,0.76,0.98,2018-09-06,W. M. Keck Observatory
HD 99492 b,Radial Velocity,0,1,17.04310000,0.120000,0.250000,,0.07000,Msini,,,0,0,0,0,11h26m46.28s,171.692825,+03d00m22.8s,3.006328,18.21,18.21,7.580,V (Johnson),7.260,4815.00,0.48,0.83,2018-09-06,W. M. Keck Observatory
HD 99706 b,Radial Velocity,0,2,841.00000000,1.980000,0.250000,,1.23000,Msini,,,0,0,0,0,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,147.21,147.21,7.650,V (Johnson),7.377,4862.00,1.46,5.52,2018-12-06,W. M. Keck Observatory
HD 99706 c,Radial Velocity,0,2,1278.00000000,,0.411000,,5.69000,Msini,,,0,0,0,0,11h28m30.21s,172.125885,+43d57m59.7s,43.966579,147.21,147.21,7.650,V (Johnson),7.377,4862.00,1.46,5.52,2018-11-29,W. M. Keck Observatory
HIP 105854 b,Radial Velocity,0,1,184.20000000,0.810000,0.020000,,8.20000,Msini,,,0,0,0,0,21h26m22.87s,321.595306,-37d49m45.9s,-37.829430,78.80,78.80,5.640,V (Johnson),5.256,4780.00,2.10,,2014-06-11,Multiple Observatories
HIP 107772 b,Radial Velocity,0,1,55.19900000,0.243000,0.180000,,0.04059,Msini,,,0,0,0,0,21h49m59.79s,327.499115,-41d14m42.1s,-41.245037,23.66,23.66,10.540,V (Johnson),9.932,,0.63,,2020-09-03,Multiple Observatories
HIP 107773 b,Radial Velocity,0,1,144.30000000,0.720000,0.090000,,1.98000,Msini,,,0,0,0,0,21h50m00.12s,327.500519,-64d42m45.1s,-64.712540,103.63,105.49,5.620,V (Johnson),5.333,4945.00,2.42,11.60,2015-06-04,Multiple Observatories
HIP 109384 b,Radial Velocity,0,1,499.48000000,1.134000,0.549000,,1.56000,Msini,,,0,0,0,0,22h09m37.40s,332.405823,+71d18m51.6s,71.314331,56.20,59.06,9.630,V (Johnson),9.388,5180.00,0.78,,2016-02-25,Haute-Provence Observatory
HIP 109600 b,Radial Velocity,0,1,232.08000000,0.706000,0.163000,,2.68000,Msini,,,0,0,0,0,22h12m06.25s,333.026062,+29d03m56.9s,29.065811,58.60,66.46,9.160,V (Johnson),9.004,5530.00,0.87,,2016-02-25,Haute-Provence Observatory
HIP 116454 b,Transit,0,1,9.12050000,,0.200000,88.430,0.04000,Mass,0.220,,0,0,1,0,23h35m49.28s,353.955353,+00d26m43.9s,0.445516,62.56,62.56,10.190,V (Johnson),9.932,5089.00,0.81,0.72,2018-04-26,K2
HIP 12961 b,Radial Velocity,0,1,57.43500000,0.250000,0.170000,,0.36000,Msini,,,0,0,0,0,02h46m42.89s,41.678692,-23d05m11.8s,-23.086611,23.39,23.39,10.240,V (Johnson),9.599,3901.00,0.69,0.65,2018-09-06,La Silla Observatory
HIP 14810 b,Radial Velocity,0,3,6.67389200,0.069600,0.143990,,3.90000,Msini,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,50.55,8.520,V (Johnson),8.333,5544.00,1.01,1.07,2018-09-27,W. M. Keck Observatory
HIP 14810 c,Radial Velocity,0,3,147.74700000,0.549000,0.156600,,1.31000,Msini,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,50.55,8.520,V (Johnson),8.333,5544.00,1.01,1.07,2018-09-27,W. M. Keck Observatory
HIP 14810 d,Radial Velocity,0,3,981.80000000,1.940000,0.185000,,0.59000,Msini,,,0,0,0,0,03h11m14.23s,47.809292,+21d05m50.5s,21.097359,50.55,50.55,8.520,V (Johnson),8.333,5544.00,1.01,1.07,2018-09-27,W. M. Keck Observatory
HIP 35173 b,Radial Velocity,0,1,41.51600000,0.217000,0.160000,,0.03996,Msini,,,0,0,0,0,07h16m10.68s,109.044479,-03d39m57.3s,-3.665910,33.19,33.19,9.010,V (Johnson),,4881.00,0.79,,2019-05-23,Las Campanas Observatory
HIP 38594 b,Radial Velocity,0,2,60.72200000,0.256000,0.170000,,0.02549,Msini,,,0,0,0,0,07h54m10.88s,118.545349,-25d18m11.4s,-25.303175,17.80,17.80,9.770,V (Johnson),9.085,,0.61,,2020-09-03,Multiple Observatories
HIP 38594 c,Radial Velocity,0,2,3477.76800000,3.805000,0.160000,,0.15228,Msini,,,0,0,0,0,07h54m10.88s,118.545349,-25d18m11.4s,-25.303175,17.80,17.80,9.770,V (Johnson),9.085,,0.61,,2020-09-03,Multiple Observatories
HIP 41378 b,Transit,0,5,15.57209800,,,88.800,,,,,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,106.61,8.930,V (Johnson),8.810,6226.00,1.17,1.34,2019-06-13,K2
HIP 41378 c,Transit,0,5,31.70648000,,,87.500,,,,,1,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,106.61,8.930,V (Johnson),8.810,6226.00,1.17,1.34,2019-06-13,K2
HIP 41378 d,Transit,0,5,1114.00000000,,,89.930,,,,,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,106.61,8.930,V (Johnson),8.810,6226.00,1.17,1.34,2019-06-13,K2
HIP 41378 e,Transit,0,5,,,,89.910,,,,,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,106.61,8.930,V (Johnson),8.810,6226.00,1.17,1.34,2019-06-13,K2
HIP 41378 f,Transit,0,5,1084.00000000,,,89.980,,,,,0,0,1,0,08h26m27.85s,126.616043,+10d04m49.4s,10.080378,106.61,106.61,8.930,V (Johnson),8.810,6226.00,1.17,1.34,2019-06-13,K2
HIP 4845 b,Radial Velocity,0,1,34.15000000,0.176000,0.250000,,0.04531,Msini,,,0,0,0,0,01h02m21.13s,15.588049,-10d25m25.9s,-10.423863,21.11,21.11,9.990,V (Johnson),9.378,,0.62,,2020-09-03,Multiple Observatories
HIP 48714 b,Radial Velocity,0,1,17.81800000,0.112000,0.500000,,0.07205,Msini,,,0,0,0,0,09h56m08.67s,149.036133,+62d47m18.5s,62.788464,10.53,10.53,8.970,V (Johnson),8.229,,0.58,,2020-09-03,Multiple Observatories
HIP 5158 b,Radial Velocity,0,2,345.72000000,0.890000,0.520000,,1.42000,Msini,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,51.68,10.167,V (Johnson),9.802,4962.00,0.78,,2014-05-14,La Silla Observatory
HIP 5158 c,Radial Velocity,0,2,9017.76000000,7.700000,0.140000,,15.04000,Msini,,,0,0,0,0,01h06m02.05s,16.508533,-22d27m11.4s,-22.453154,51.68,51.68,10.167,V (Johnson),9.802,4962.00,0.78,,2015-09-10,La Silla Observatory
HIP 54373 b,Radial Velocity,0,2,7.76000000,0.063000,0.200000,,0.02712,Msini,,,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,18.73,10.380,V (Johnson),,4021.00,0.57,,2019-05-23,Las Campanas Observatory
HIP 54373 c,Radial Velocity,0,2,15.14400000,0.099000,0.200000,,0.03914,Msini,,,0,0,0,0,11h07m27.70s,166.865433,-19d17m29.4s,-19.291489,18.73,18.73,10.380,V (Johnson),,4021.00,0.57,,2019-05-23,Las Campanas Observatory
HIP 57274 b,Radial Velocity,0,3,8.13520000,0.070000,0.190000,,0.02000,Msini,,,0,0,0,1,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,25.88,8.980,V (Johnson),8.571,4510.00,0.29,0.78,2018-09-06,W. M. Keck Observatory
HIP 57274 c,Radial Velocity,0,3,32.03000000,0.178000,0.050000,,0.40902,Msini,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,25.88,8.980,V (Johnson),8.571,4510.00,0.29,0.78,2015-04-24,W. M. Keck Observatory
HIP 57274 d,Radial Velocity,0,3,431.70000000,1.010000,0.270000,,0.52670,Msini,,,0,0,0,0,11h44m40.96s,176.170685,+30d57m33.5s,30.959293,25.88,25.88,8.980,V (Johnson),8.571,4510.00,0.29,0.78,2015-03-26,W. M. Keck Observatory
HIP 63242 b,Radial Velocity,0,1,124.60000000,0.565000,0.230000,,9.18000,Msini,,,0,0,0,0,12h57m31.96s,194.383163,-65d38m47.3s,-65.646461,157.16,157.16,6.871,V (Johnson),6.565,4830.00,1.54,,2014-05-14,Multiple Observatories
HIP 65 A b,Transit,0,1,0.98097340,0.017820,0.000000,77.180,3.21300,Mass,2.030,0.48000,0,0,0,0,00h00m44.56s,0.185667,-54d49m50.93s,-54.830814,61.89,61.90,11.130,V (Johnson),10.590,4590.00,0.78,0.72,2020-07-23,Transiting Exoplanet Survey Satellite (TESS)
HIP 65407 b,Radial Velocity,0,2,28.12500000,0.177000,0.140000,,0.42800,Msini,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,61.89,9.420,V (Johnson),9.151,5460.00,0.93,,2016-02-25,Haute-Provence Observatory
HIP 65407 c,Radial Velocity,0,2,67.30000000,0.316000,0.120000,,0.78400,Msini,,,0,0,0,0,13h24m21.04s,201.087662,+48d53m06.3s,48.885094,55.50,61.89,9.420,V (Johnson),9.151,5460.00,0.93,,2016-02-25,Haute-Provence Observatory
HIP 65426 b,Imaging,0,1,,92.000000,,,9.00000,Mass,1.500,,0,0,0,1,13h24m36.10s,201.150406,-51d30m16.1s,-51.504459,111.40,109.21,6.982,V (Johnson),6.983,8840.00,1.96,1.77,2017-07-13,Paranal Observatory
HIP 65891 b,Radial Velocity,0,1,1084.50000000,2.810000,0.130000,,6.00000,Msini,,,0,0,0,0,13h30m25.27s,202.605301,-58d39m51.7s,-58.664356,136.05,150.95,6.750,V (Johnson),6.479,5000.00,2.50,8.93,2015-06-04,Multiple Observatories
HIP 67522 b,Transit,0,1,6.95950300,,0.059000,89.340,,,0.898,,0,0,0,0,13h50m06.28s,207.526169,-40d50m08.9s,-40.835800,127.27,127.73,9.802,V (Johnson),9.633,5675.00,1.22,1.38,2020-07-23,Transiting Exoplanet Survey Satellite (TESS)
HIP 67537 b,Radial Velocity,0,1,2556.50000000,4.910000,0.590000,,11.10000,Msini,,,0,0,0,0,13h50m19.40s,207.580826,-39d54m03.1s,-39.900856,112.60,116.43,6.440,V (Johnson),6.165,4985.00,2.41,8.69,2017-04-27,Multiple Observatories
HIP 67851 b,Radial Velocity,0,2,88.90000000,0.460000,0.050000,,1.38000,Msini,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,64.24,6.170,V (Johnson),5.882,4890.00,1.63,5.92,2015-06-04,Multiple Observatories
HIP 67851 c,Radial Velocity,0,2,2131.80000000,3.820000,0.170000,,5.98000,Msini,,,0,0,0,0,13h53m52.06s,208.466919,-35d18m51.7s,-35.314362,65.96,64.24,6.170,V (Johnson),5.882,4890.00,1.63,5.92,2015-06-04,Multiple Observatories
HIP 70849 b,Radial Velocity,0,1,17337.50000000,20.250000,0.715000,,9.00000,Msini,,,0,0,0,0,14h29m18.56s,217.327347,-46d27m49.7s,-46.463818,24.07,24.07,10.360,V (Johnson),9.698,4105.00,0.63,,2014-05-14,La Silla Observatory
HIP 71135 b,Radial Velocity,0,1,87.19000000,0.335000,0.210000,,0.05915,Msini,,,0,0,0,0,14h32m52.22s,218.217590,-52d38m46.6s,-52.646271,32.36,32.36,10.542,V (Johnson),,4146.00,0.66,,2019-05-23,Las Campanas Observatory
HIP 74890 b,Radial Velocity,0,1,822.30000000,2.100000,0.070000,,2.40000,Msini,,,0,0,0,0,15h18m17.33s,229.572205,-41d25m14.1s,-41.420570,91.49,78.83,7.050,V (Johnson),6.752,4850.00,1.74,5.77,2016-03-17,Multiple Observatories
HIP 78530 b,Imaging,0,1,,740.000000,,,23.00000,Mass,,,0,0,0,0,16h01m55.46s,240.481064,-21d58m49.4s,-21.980389,156.70,,7.192,V (Johnson),,10500.00,2.50,,2015-04-01,Gemini Observatory
HIP 79098 AB b,Imaging,0,1,,345.000000,,,20.50000,Mass,,,0,0,0,0,16h08m43.72s,242.182175,-23d41m07.5s,-23.685415,146.30,146.33,5.860,V (Johnson),5.826,,3.75,,2019-07-11,Paranal Observatory
